"Date","waterYear","waterDay","hru_1","hru_2","hru_3","hru_4","hru_5","hru_6"
"2016-10-01",2017,1,1.70262091517831,1.83999154034103,1.58608536880616,1.87350589244702,1.20310353496475,1.5536246961067
"2016-11-01",2017,32,0.889945993279865,0.915006650123198,0.746265872696043,0.849480094931765,0.561225351588304,1.01955758708698
"2016-12-01",2017,62,0.303606819908419,0.345364865388601,0.28781850296363,0.30692591507333,0.241693232892184,0.320119126691851
"2017-01-01",2017,93,0.466368465629203,0.413544768065264,0.372679919962151,0.442634997001133,0.490166546510733,0.483869994862435
"2017-02-01",2017,124,0.847672148755562,0.737947750859646,0.846612389039073,0.832596887968553,0.91644194880806,0.978708949441786
"2017-03-01",2017,152,1.24932159381706,1.19388029062596,1.42666769227049,1.38711195789955,1.31800501317028,1.00091910643449
"2017-04-01",2017,183,1.72967813245491,1.58371378779508,1.81755398126525,1.76933586275358,1.84557018185743,1.11252447255242
"2017-05-01",2017,213,2.50140260717032,2.15749413327478,2.41096714334227,2.78106648922641,2.19612793200112,1.72423133786233
"2017-06-01",2017,244,3.91115465770808,4.027143374672,3.30964513554209,3.77664180340374,3.67421574729176,3.45237334325084
"2017-07-01",2017,274,3.69014488666117,3.73886942142964,3.5025503233428,3.63220515259725,3.01594109252592,2.96748551285072
"2017-08-01",2017,305,2.74499929234666,3.7276327180629,2.92122872244075,3.38229246166614,2.74183461940358,3.04814031109335
"2017-09-01",2017,336,2.12923028906825,2.64975263436213,2.12087879158873,2.36473697805221,1.62272245157131,2.00018349783021
"2017-10-01",2018,1,1.43483626401756,1.57782626972688,1.34417006900734,1.52182183638404,1.04495357316236,1.20153043638227
"2017-11-01",2018,32,0.752982474999116,0.694010853748558,0.7047097412717,0.81670130037093,0.530924100471827,0.771515935457892
"2017-12-01",2018,62,0.378576271800446,0.322183876910895,0.377269482123626,0.353586263181429,0.250702866705993,0.495707818260472
"2018-01-01",2018,93,0.564396987934983,0.433794374318318,0.524655777031075,0.493181737823695,0.592023398241122,0.488116483954218
"2018-02-01",2018,124,0.600917943810229,0.523412400901767,0.646816003523562,0.578250999305873,0.738124825648942,0.482697412027847
"2018-03-01",2018,152,1.0998980553801,0.985263049413765,1.16117885095988,1.18740170931952,1.31406297268113,0.897139772295036
"2018-04-01",2018,183,1.97368046629048,1.75543253895586,1.12582174860715,1.29535582494322,1.95447164479055,1.37937504619501
"2018-05-01",2018,213,3.02685945190795,3.0429953699869,3.08978250781748,3.27447205450731,2.0886263338546,1.96897007800274
"2018-06-01",2018,244,3.56300866242165,4.0750171530638,3.20180940358989,3.62864435307912,2.83870789980436,2.72464693474482
"2018-07-01",2018,274,3.60838858460843,4.07832323051943,3.22296154850642,3.67826342457123,2.96220065336173,3.06711048437657
"2018-08-01",2018,305,2.93087080432453,3.48302831829135,2.74137376352059,3.19359532105295,2.07664546901642,2.55354205704433
"2018-09-01",2018,336,2.25979808925515,2.63193659398688,2.09609211153944,2.48913620481341,1.43571362239681,1.82549702041007
"2018-10-01",2019,1,0.628552339747616,0.761934513585284,0.545597313423718,0.691184812504929,0.337544380473307,0.524319380883259
"2018-11-01",2019,32,0.57134275052704,0.468500816171194,0.526160235981325,0.511211990889282,0.588669136984946,0.496931921942192
"2018-12-01",2019,62,0.409845489978956,0.332176215654151,0.297781312911765,0.373892838951588,0.391943870691961,0.402520576055823
"2019-01-01",2019,93,0.327264193623671,0.323763343553706,0.28287472611172,0.380015008508417,0.261660746078691,0.30351853984962
"2019-02-01",2019,124,0.247157469912642,0.284054244641547,0.290269426814557,0.382594974950944,0.290989733139672,0.155705618263503
"2019-03-01",2019,152,0.63066960238425,0.61441233163539,0.673545630536563,0.726632353463712,0.949639610050983,0.500045617681076
"2019-04-01",2019,183,1.77270586734404,1.71363698409878,1.87037654984427,1.86724545373246,1.63704309799936,1.45088693336129
"2019-05-01",2019,213,1.49205139721356,2.0220994638154,2.16002133844123,2.19011104770527,1.61201042613408,1.42070549914191
"2019-06-01",2019,244,3.21253520203573,3.08976036244018,3.34012085972854,3.47001215984641,2.54145692910674,2.05893738729318
"2019-07-01",2019,274,3.82298166658854,3.98157774223513,3.30012833299152,3.84170062646262,3.09197855946078,2.96697408146285
"2019-08-01",2019,305,2.88866551198518,3.47437657327728,2.86012773606606,3.30922660815966,2.27989319382596,2.53645269891326
"2019-09-01",2019,336,2.25539140673826,2.5652940043668,2.11050392434693,2.40698429093462,1.38978517048046,1.90160922798085
"2019-10-01",2020,1,1.1970216465225,1.27084345379006,1.03581465595628,1.211369518495,0.939194345180307,1.07152885586633
"2019-11-01",2020,32,0.275668124630701,0.266150442500483,0.235462743986451,0.473047603979866,0.241058662241752,0.457507953932326
"2019-12-01",2020,62,0.405126467345658,0.376728805895529,0.36870942458415,0.418623625911943,0.344554716358957,0.38747258003642
"2020-01-01",2020,93,0.397577726843463,0.308697707033234,0.353225151110824,0.371823007838954,0.40629493532848,0.370693490776759
"2020-02-01",2020,124,0.452862980601547,0.357427514257569,0.443037278155356,0.420279773900406,0.46391522086396,0.308835098280165
"2020-03-01",2020,153,1.05097573956124,0.894906199271416,1.01584115509137,0.932020903829113,1.17808640083637,0.774991696093172
"2020-04-01",2020,184,1.51280030903272,1.40737425052471,1.89715660152904,1.94351064259282,1.28811991500845,1.08887182696091
"2020-05-01",2020,214,2.55253492302524,3.07861246157337,2.43972248587045,3.06267450675612,2.11077230905969,1.82013337314069
"2020-06-01",2020,245,3.42278490978279,3.88197082227124,3.02314554600904,3.72676466319076,3.02980482666631,2.99227182273772
"2020-07-01",2020,275,3.34273220387599,3.9175497924636,3.147236829607,3.74041839602976,2.87743602192463,3.09699096358061
"2020-08-01",2020,306,3.45424519109867,3.92952855634798,3.35176260552433,3.56683250874732,3.03290300032811,3.14725599555143
"2020-09-01",2020,337,2.15633837685889,2.39126972941334,1.93014584295105,2.27897394983,1.5652491454045,1.68762924354697
"2020-10-01",2021,1,1.52339170249054,1.76400882985995,1.21432509944853,1.55449480903661,1.0811034549984,1.39586023102032
"2020-11-01",2021,32,0.714407384983868,0.836050215940036,0.618346340666964,0.790328792688991,0.497178889137389,0.811478117717833
"2020-12-01",2021,62,0.34360529940428,0.291512069733272,0.279701785071425,0.310556017595301,0.239801005861803,0.408228517474748
"2021-01-01",2021,93,0.40808113924793,0.35147445474244,0.291325798598184,0.366903196023565,0.425958428744931,0.410055177110384
"2021-02-01",2021,124,0.286870127748023,0.252869634562665,0.317519246157277,0.302539923174458,0.323464921982814,0.233581328783266
"2021-03-01",2021,152,0.461213619799791,0.319937787193681,0.542185654927437,0.624085863121345,0.733203532279005,0.329372197641533
"2021-04-01",2021,183,0.579705373142757,0.865349363779884,0.833528400825137,0.993349673722,0.859354720415129,0.7991790595563
"2021-05-01",2021,213,2.82286903881085,2.85744750127653,2.25595951719188,2.60235660223505,1.81872013989162,1.6872118851572
"2021-06-01",2021,244,3.33855192402821,4.01327138805761,3.00736293617182,3.62849292446721,2.42119895297723,2.62454323915072
"2021-07-01",2021,274,3.5082255025465,4.09629464683415,3.6702705718192,3.84876959100578,2.88130800535261,2.78772076917703
"2021-08-01",2021,305,3.16278147774144,3.7243762052466,2.89704117841242,3.45015720912449,2.80214083436979,2.83974311636992
"2021-09-01",2021,336,2.24144342321429,2.53141751935755,2.09288879735193,2.36638789658415,1.76543858998056,1.76618711548443
"2021-10-01",2022,1,1.43182781326807,1.40144281202298,1.3848317694858,1.39355762047041,1.18217457969125,1.08299342192238
"2021-11-01",2022,32,0.689373463630103,0.669206449386231,0.694441766447522,0.830827083837992,0.437124237669386,0.527971698853948
"2021-12-01",2022,62,0.634735194648602,0.711560177307493,0.583408542382009,0.702160936063975,0.50122098288699,0.698576199013504
"2022-01-01",2022,93,0.339715257193744,0.313282815294633,0.214262444830123,0.314318331214297,0.274084854418481,0.427649329069293
"2022-02-01",2022,124,0.587575215309558,0.483597692786987,0.451752892012396,0.49826248614175,0.504605509029728,0.57526529692179
"2022-03-01",2022,152,1.03625996872821,0.927414536700485,0.962118770451676,0.954621426356902,1.35867925526629,0.979234232292917
"2022-04-01",2022,183,1.90585035826135,1.83341649734462,1.5473463059246,2.02947034187077,1.45985379113269,1.06559463138067
"2022-05-01",2022,213,5.18396250910057,3.97143499492309,3.49085485200853,4.1847376882712,4.3704227681336,4.23009560285898
"2022-06-01",2022,244,3.35860909990003,3.50951564421453,2.41286086556185,2.80972939874264,2.87784134471807,1.70752593484271
"2022-07-01",2022,274,3.29036180944273,3.89796483861632,3.01479349108442,3.74850355724656,2.78815396836292,3.011457116415
"2022-08-01",2022,305,3.15020447062868,3.65337368032446,3.05243047263085,3.42770290651703,2.68960589431735,2.89551415985248
"2022-09-01",2022,336,2.34909161863789,2.77275998771917,2.33467771764494,2.71593405564687,1.74730917048978,1.96410610656215
"2022-10-01",2023,1,1.21507618036695,1.41958678930651,1.23506113858689,1.47889301636637,0.751483946147386,1.18168775541287
"2022-11-01",2023,32,0.465631276135052,0.497295748674222,0.429389950127589,0.522067621943949,0.273559296399527,0.533038749912341
"2022-12-01",2023,62,0.350661186561423,0.319736952935669,0.308435698367428,0.316750597415543,0.27005378829144,0.412821030293967
"2023-01-01",2023,93,0.386887255311307,0.293865244876858,0.369710451763434,0.384922019616385,0.369910796501784,0.418585413769629
"2023-02-01",2023,124,0.514008863872309,0.450840054471318,0.359504016374604,0.601241402115662,0.347209973608045,0.425828091494668
"2023-03-01",2023,152,0.818549409421868,0.551531320484719,0.585297319667402,0.902559687949506,0.730771294206408,0.54877245380625
"2023-04-01",2023,183,1.78486892394678,1.72686490135549,1.9975119562875,2.05900844168237,1.64881016393179,1.35519282094313
"2023-05-01",2023,213,1.77601792679852,1.41676488058111,1.88100502963938,1.82711894768712,1.41632371101463,1.39511749793739
"2023-06-01",2023,244,2.68877152507509,3.34399590319245,2.71918853550474,3.07944583275937,2.24625645503681,2.15129843407988
"2023-07-01",2023,274,3.43073105413535,4.1938654915835,3.12505657235228,3.64665663421218,2.7634318635823,2.78495815508531
"2023-08-01",2023,305,3.22629244665788,3.73485397342201,2.59652544141457,2.91706123404276,2.73880393520251,2.98433487008108
"2023-09-01",2023,336,2.28378994149138,2.65937524886005,2.138371297692,2.43762951424944,1.65178358244043,2.10514063754375
"2023-10-01",2024,1,1.38904435277111,1.61880906633119,1.34337039691103,1.61419042947428,0.947322423950421,1.30445397144332
"2023-11-01",2024,32,0.635805561047124,0.707029558050322,0.57518564632623,0.736355489876286,0.412088076739931,0.702729663967131
